 1.25892541e+05  9.99996536e-02 -4.37909913e-07  1.25892541e+05  1.15379387e-01  1.86233861e-02  1.25892541e+05  8.73028719e-02 -1.66686084e-02 
 1.58489319e+05  9.99995519e-02 -4.49996496e-07  1.58489319e+05  1.19702307e-01  1.89512001e-02  1.58489319e+05  8.34341730e-02 -1.72745589e-02 
 1.99526231e+05  9.99994500e-02 -4.38741448e-07  1.99526231e+05  1.23949889e-01  1.82988220e-02  1.99526231e+05  7.94914711e-02 -1.69874563e-02 
 2.51188643e+05  9.99993578e-02 -4.06895730e-07  2.51188643e+05  1.27720640e-01  1.68237531e-02  2.51188643e+05  7.58675157e-02 -1.58780029e-02 
 3.16227766e+05  9.99992819e-02 -3.61415912e-07  3.16227766e+05  1.30778142e-01  1.48375446e-02  3.16227766e+05  7.28392804e-02 -1.41949908e-02 
 3.98107171e+05  9.99992240e-02 -3.10221246e-07  3.98107171e+05  1.33080288e-01  1.26674418e-02  3.98107171e+05  7.05039319e-02 -1.22449770e-02 
 5.01187234e+05  9.99991824e-02 -2.59620241e-07  5.01187234e+05  1.34718822e-01  1.05605033e-02  5.01187234e+05  6.88119378e-02 -1.02844776e-02 
 6.30957344e+05  9.99991538e-02 -2.13439195e-07  6.30957344e+05  1.35838880e-01  8.65912612e-03  6.30957344e+05  6.76407315e-02 -8.47603106e-03 
 7.94328235e+05  9.99991347e-02 -1.73368124e-07  7.94328235e+05  1.36583546e-01  7.02110441e-03  7.94328235e+05  6.68553912e-02 -6.89615068e-03 
 1.00000000e+06  9.99991222e-02 -1.39701059e-07  1.00000000e+06  1.37069532e-01  5.65114876e-03  1.00000000e+06  6.63399562e-02 -5.56299310e-03 
 1.25892541e+06  9.99991142e-02 -1.11989508e-07  1.25892541e+06  1.37382869e-01  4.52680992e-03  1.25892541e+06  6.60064085e-02 -4.46263016e-03 
 1.58489319e+06  9.99991090e-02 -8.94758711e-08  1.58489319e+06  1.37583311e-01  3.61505299e-03  1.58489319e+06  6.57925314e-02 -3.56709587e-03 
 1.99526231e+06  9.99991057e-02 -7.13360372e-08  1.99526231e+06  1.37710891e-01  2.88128637e-03  1.99526231e+06  6.56561937e-02 -2.84473797e-03 
 2.51188643e+06  9.99991036e-02 -5.67967501e-08  2.51188643e+06  1.37791835e-01  2.29359965e-03  2.51188643e+06  6.55696099e-02 -2.26535249e-03 
 3.16227766e+06  9.99991023e-02 -4.51819341e-08  3.16227766e+06  1.37843087e-01  1.82434169e-03  3.16227766e+06  6.55147543e-02 -1.80230036e-03 
 3.98107171e+06  9.99991014e-02 -3.59227816e-08  3.98107171e+06  1.37875496e-01  1.45036716e-03  3.98107171e+06  6.54800526e-02 -1.43305866e-03 
 5.01187234e+06  9.99991009e-02 -2.85512929e-08  5.01187234e+06  1.37895973e-01  1.15269045e-03  5.01187234e+06  6.54581214e-02 -1.13904216e-03 
 6.30957344e+06  9.99991006e-02 -2.26875327e-08  6.30957344e+06  1.37908905e-01  9.15927013e-04  6.30957344e+06  6.54442694e-02 -9.05136177e-04 
 7.94328235e+06  9.99991004e-02 -1.80255777e-08  7.94328235e+06  1.37917068e-01  7.27703368e-04  7.94328235e+06  6.54355237e-02 -7.19157188e-04 
 1.00000000e+07  9.99991002e-02 -1.43203461e-08  1.00000000e+07  1.37922221e-01  5.78113886e-04  1.00000000e+07  6.54300032e-02 -5.71338096e-04 
 1.25892541e+07  9.99991001e-02 -1.13761184e-08  1.25892541e+07  1.37925473e-01  4.59251562e-04  1.25892541e+07  6.54265192e-02 -4.53875720e-04 
 1.58489319e+07  9.99991001e-02 -9.03690500e-09  1.58489319e+07  1.37927525e-01  3.64816221e-04  1.58489319e+07  6.54243205e-02 -3.60549227e-04 
 1.99526231e+07  9.99991001e-02 -7.17853592e-09  1.99526231e+07  1.37928820e-01  2.89793719e-04  1.99526231e+07  6.54229331e-02 -2.86405923e-04 
 2.51188643e+07  9.99991000e-02 -5.70224765e-09  2.51188643e+07  1.37929637e-01  2.30196292e-04  2.51188643e+07  6.54220576e-02 -2.27506071e-04 
 3.16227766e+07  9.99991000e-02 -4.52952341e-09  3.16227766e+07  1.37930153e-01  1.82853900e-04  3.16227766e+07  6.54215052e-02 -1.80717383e-04 
 3.98107171e+07  9.99991000e-02 -3.59796197e-09  3.98107171e+07  1.37930478e-01  1.45247261e-04  3.98107171e+07  6.54211567e-02 -1.43550367e-04 
 5.01187234e+07  9.99991000e-02 -2.85797964e-09  5.01187234e+07  1.37930684e-01  1.15374625e-04  5.01187234e+07  6.54209368e-02 -1.14026835e-04 
 6.30957344e+07  9.99991000e-02 -2.27018237e-09  6.30957344e+07  1.37930813e-01  9.16456351e-05  6.30957344e+07  6.54207980e-02 -9.05750977e-05 
 7.94328235e+07  9.99991000e-02 -1.80327419e-09  7.94328235e+07  1.37930895e-01  7.27968723e-05  7.94328235e+07  6.54207104e-02 -7.19465396e-05 
 1.00000000e+08  9.99991000e-02 -1.43239372e-09  1.00000000e+08  1.37930946e-01  5.78246897e-05  1.00000000e+08  6.54206552e-02 -5.71492591e-05 
 1.25892541e+08  9.99991000e-02 -1.13779184e-09  1.25892541e+08  1.37930979e-01  4.59318231e-05  1.25892541e+08  6.54206203e-02 -4.53953159e-05 
 1.58489319e+08  9.99991000e-02 -9.03780718e-10  1.58489319e+08  1.37930999e-01  3.64849637e-05  1.58489319e+08  6.54205983e-02 -3.60588041e-05 
 1.99526231e+08  9.99991000e-02 -7.17898810e-10  1.99526231e+08  1.37931012e-01  2.89810467e-05  1.99526231e+08  6.54205845e-02 -2.86425377e-05 
 2.51188643e+08  9.99991000e-02 -5.70247428e-10  2.51188643e+08  1.37931021e-01  2.30204686e-05  2.51188643e+08  6.54205757e-02 -2.27515821e-05 
 3.16227766e+08  9.99991000e-02 -4.52963700e-10  3.16227766e+08  1.37931026e-01  1.82858107e-05  3.16227766e+08  6.54205702e-02 -1.80722270e-05 
 3.98107171e+08  9.99991000e-02 -3.59801890e-10  3.98107171e+08  1.37931029e-01  1.45249370e-05  3.98107171e+08  6.54205667e-02 -1.43552816e-05 
 5.01187234e+08  9.99991000e-02 -2.85800817e-10  5.01187234e+08  1.37931031e-01  1.15375682e-05  5.01187234e+08  6.54205645e-02 -1.14028062e-05 
 6.30957344e+08  9.99991000e-02 -2.27019667e-10  6.30957344e+08  1.37931032e-01  9.16461647e-06  6.30957344e+08  6.54205631e-02 -9.05757129e-06 
 7.94328235e+08  9.99991000e-02 -1.80328135e-10  7.94328235e+08  1.37931033e-01  7.27971378e-06  7.94328235e+08  6.54205622e-02 -7.19468480e-06 
 1.00000000e+09  9.99991000e-02 -1.43239732e-10  1.00000000e+09  1.37931034e-01  5.78248227e-06  1.00000000e+09  6.54205617e-02 -5.71494137e-06 
